SampleID,site,ter_in_block,Species.Code,experiment
481,DRO,0,CLOB,Native gradient
482,DRO,0,CLOB,Native gradient
483,DRO,0,CLOB,Native gradient
484,DRO,0,CLOB,Native gradient
485,DRO,0,CLOB,Native gradient
486,DRO,0,CLOB,Native gradient
487,DRO,0,CLOB,Native gradient
488,DRO,0,CLOB,Native gradient
489,DRO,0,CLOB,Native gradient
490,DRO,0,CLOB,Native gradient
491,DRO,0,CLOB,Native gradient
492,DRO,0,CLOB,Native gradient
493,DRO,0,CLOB,Native gradient
494,DRO,0,CLOB,Native gradient
495,DRO,0,CLOB,Native gradient
496,DRO,0,CLOB,Native gradient
497,DRO,0,CLOB,Native gradient
498,DRO,0,CLOB,Native gradient
499,DRO,0,CLOB,Native gradient
500,DRO,0,CLOB,Native gradient
501,DRO,0,CLOB,Native gradient
502,DRO,0,CLOB,Native gradient
503,DRO,0,CLOB,Native gradient
504,DRO,0,CLOB,Native gradient
505,DRO,0,CLOB,Native gradient
506,DRO,0,CLOB,Native gradient
507,DRO,0,CLOB,Native gradient
508,DRO,0,CLOB,Native gradient
509,DRO,0,CLOB,Native gradient
510,DRO,0,CLOB,Native gradient
511,DRO,0,CLOB,Native gradient
512,DRO,0,CLOB,Native gradient
513,DRO,0,CLOB,Native gradient
514,DRO,0,CLOB,Native gradient
515,DRO,0,CLOB,Native gradient
516,DRO,0,CLOB,Native gradient
517,DRO,0,CLOB,Native gradient
518,DRO,0,CLOB,Native gradient
519,DRO,0,CLOB,Native gradient
520,DRO,0,CLOB,Native gradient
521,DRO,0,CASU,Native gradient
522,DRO,0,CASU,Native gradient
523,DRO,0,CASU,Native gradient
524,DRO,0,CASU,Native gradient
525,DRO,0,CASU,Native gradient
526,DRO,0,CASU,Native gradient
527,DRO,0,CASU,Native gradient
528,DRO,0,CASU,Native gradient
529,DRO,0,CASU,Native gradient
530,DRO,0,CASU,Native gradient
532,DRO,0,CASU,Native gradient
533,DRO,0,CASU,Native gradient
534,DRO,0,CASU,Native gradient
535,DRO,0,CASU,Native gradient
536,DRO,0,CASU,Native gradient
537,DRO,0,CASU,Native gradient
538,DRO,0,CASU,Native gradient
539,DRO,0,CASU,Native gradient
540,DRO,0,CASU,Native gradient
541,DRO,0,CASU,Native gradient
542,DRO,0,CASU,Native gradient
543,DRO,0,CASU,Native gradient
544,DRO,0,CASU,Native gradient
545,DRO,0,CASU,Native gradient
546,DRO,0,CASU,Native gradient
547,DRO,0,CASU,Native gradient
548,DRO,0,CASU,Native gradient
549,DRO,0,CASU,Native gradient
550,DRO,0,CASU,Native gradient
551,DRO,0,CASU,Native gradient
552,DRO,0,CASU,Native gradient
553,DRO,0,CASU,Native gradient
554,DRO,0,CASU,Native gradient
555,DRO,0,CASU,Native gradient
556,DRO,0,CASU,Native gradient
557,DRO,0,CASU,Native gradient
558,DRO,0,CASU,Native gradient
559,DRO,0,CASU,Native gradient
560,DRO,0,CASU,Native gradient
561,DRO,0,NONO,Native gradient
562,DRO,0,NONO,Native gradient
563,DRO,0,NONO,Native gradient
564,DRO,0,NONO,Native gradient
565,DRO,0,NONO,Native gradient
566,DRO,0,NONO,Native gradient
567,DRO,0,NONO,Native gradient
568,DRO,0,NONO,Native gradient
569,DRO,0,NONO,Native gradient
570,DRO,0,NONO,Native gradient
571,DRO,0,NONO,Native gradient
572,DRO,0,NONO,Native gradient
573,DRO,0,NONO,Native gradient
574,DRO,0,NONO,Native gradient
575,DRO,0,NONO,Native gradient
576,DRO,0,NONO,Native gradient
577,DRO,0,NONO,Native gradient
578,DRO,0,NONO,Native gradient
579,DRO,0,NONO,Native gradient
580,DRO,0,NONO,Native gradient
581,DRO,0,NONO,Native gradient
582,DRO,0,NONO,Native gradient
583,DRO,0,NONO,Native gradient
584,DRO,0,NONO,Native gradient
585,DRO,0,NONO,Native gradient
586,DRO,0,NONO,Native gradient
587,DRO,0,NONO,Native gradient
588,DRO,0,NONO,Native gradient
589,DRO,0,NONO,Native gradient
590,DRO,0,NONO,Native gradient
591,DRO,0,NONO,Native gradient
593,DRO,0,NONO,Native gradient
594,DRO,0,NONO,Native gradient
595,DRO,0,NONO,Native gradient
596,DRO,0,NONO,Native gradient
597,DRO,0,NONO,Native gradient
598,DRO,0,NONO,Native gradient
599,DRO,0,NONO,Native gradient
600,DRO,0,NONO,Native gradient
601,DRO,0,ALSC,Native gradient
602,DRO,0,ALSC,Native gradient
603,DRO,0,ALSC,Native gradient
604,DRO,0,ALSC,Native gradient
605,DRO,0,ALSC,Native gradient
606,DRO,0,ALSC,Native gradient
608,DRO,0,ALSC,Native gradient
609,DRO,0,ALSC,Native gradient
610,DRO,0,ALSC,Native gradient
612,DRO,0,ALSC,Native gradient
613,DRO,0,ALSC,Native gradient
614,DRO,0,ALSC,Native gradient
615,DRO,0,ALSC,Native gradient
616,DRO,0,ALSC,Native gradient
617,DRO,0,ALSC,Native gradient
618,DRO,0,ALSC,Native gradient
619,DRO,0,ALSC,Native gradient
620,DRO,0,ALSC,Native gradient
621,DRO,0,ALSC,Native gradient
622,DRO,0,ALSC,Native gradient
623,DRO,0,ALSC,Native gradient
624,DRO,0,ALSC,Native gradient
625,DRO,0,ALSC,Native gradient
626,DRO,0,ALSC,Native gradient
627,DRO,0,ALSC,Native gradient
628,DRO,0,ALSC,Native gradient
629,DRO,0,ALSC,Native gradient
630,DRO,0,ALSC,Native gradient
631,DRO,0,ALSC,Native gradient
632,DRO,0,ALSC,Native gradient
633,DRO,0,ALSC,Native gradient
634,DRO,0,ALSC,Native gradient
635,DRO,0,ALSC,Native gradient
636,DRO,0,ALSC,Native gradient
637,DRO,0,ALSC,Native gradient
638,DRO,0,ALSC,Native gradient
639,DRO,0,ALSC,Native gradient
640,DRO,0,ALSC,Native gradient
641,DRO,0,CAAU,Native gradient
642,DRO,0,CAAU,Native gradient
643,DRO,0,CAAU,Native gradient
644,DRO,0,CAAU,Native gradient
645,DRO,0,CAAU,Native gradient
647,DRO,0,CAAU,Native gradient
648,DRO,0,CAAU,Native gradient
649,DRO,0,CAAU,Native gradient
651,DRO,0,CAAU,Native gradient
652,DRO,0,CAAU,Native gradient
653,DRO,0,CAAU,Native gradient
656,DRO,0,CAAU,Native gradient
657,DRO,0,CAAU,Native gradient
658,DRO,0,CAAU,Native gradient
659,DRO,0,CAAU,Native gradient
660,DRO,0,CAAU,Native gradient
661,DRO,0,CAAU,Native gradient
662,DRO,0,CAAU,Native gradient
663,DRO,0,CAAU,Native gradient
664,DRO,0,CAAU,Native gradient
666,DRO,0,CAAU,Native gradient
667,DRO,0,CAAU,Native gradient
668,DRO,0,CAAU,Native gradient
670,DRO,0,CAAU,Native gradient
671,DRO,0,CAAU,Native gradient
672,DRO,1,CAAU,Native gradient
673,DRO,0,CAAU,Native gradient
674,DRO,0,CAAU,Native gradient
675,DRO,0,CAAU,Native gradient
676,DRO,0,CAAU,Native gradient
677,DRO,0,CAAU,Native gradient
678,DRO,0,CAAU,Native gradient
679,DRO,0,CAAU,Native gradient
680,DRO,0,CAAU,Native gradient
681,DRO,0,SYSA,Native gradient
682,DRO,0,SYSA,Native gradient
683,DRO,0,SYSA,Native gradient
684,DRO,0,SYSA,Native gradient
685,DRO,0,SYSA,Native gradient
686,DRO,0,SYSA,Native gradient
687,DRO,0,SYSA,Native gradient
688,DRO,0,SYSA,Native gradient
689,DRO,0,SYSA,Native gradient
690,DRO,0,SYSA,Native gradient
691,DRO,0,SYSA,Native gradient
692,DRO,0,SYSA,Native gradient
693,DRO,0,SYSA,Native gradient
694,DRO,0,SYSA,Native gradient
695,DRO,0,SYSA,Native gradient
696,DRO,0,SYSA,Native gradient
697,DRO,0,SYSA,Native gradient
698,DRO,0,SYSA,Native gradient
700,DRO,0,SYSA,Native gradient
701,DRO,0,SYSA,Native gradient
702,DRO,0,SYSA,Native gradient
703,DRO,0,SYSA,Native gradient
704,DRO,0,SYSA,Native gradient
705,DRO,0,SYSA,Native gradient
706,DRO,0,SYSA,Native gradient
707,DRO,0,SYSA,Native gradient
708,DRO,0,SYSA,Native gradient
709,DRO,0,SYSA,Native gradient
710,DRO,0,SYSA,Native gradient
711,DRO,0,SYSA,Native gradient
712,DRO,0,SYSA,Native gradient
713,DRO,0,SYSA,Native gradient
714,DRO,0,SYSA,Native gradient
715,DRO,0,SYSA,Native gradient
716,DRO,0,SYSA,Native gradient
717,DRO,0,SYSA,Native gradient
718,DRO,0,SYSA,Native gradient
719,DRO,0,SYSA,Native gradient
720,DRO,0,SYSA,Native gradient
721,DRO,0,ARPE,Native gradient
722,DRO,0,ARPE,Native gradient
723,DRO,0,ARPE,Native gradient
724,DRO,0,ARPE,Native gradient
725,DRO,0,ARPE,Native gradient
726,DRO,0,ARPE,Native gradient
727,DRO,0,ARPE,Native gradient
728,DRO,0,ARPE,Native gradient
729,DRO,0,ARPE,Native gradient
730,DRO,0,ARPE,Native gradient
731,DRO,0,ARPE,Native gradient
732,DRO,0,ARPE,Native gradient
733,DRO,0,ARPE,Native gradient
734,DRO,0,ARPE,Native gradient
735,DRO,0,ARPE,Native gradient
736,DRO,0,ARPE,Native gradient
737,DRO,0,ARPE,Native gradient
738,DRO,0,ARPE,Native gradient
739,DRO,0,ARPE,Native gradient
740,DRO,0,ARPE,Native gradient
741,DRO,0,ARPE,Native gradient
742,DRO,0,ARPE,Native gradient
743,DRO,0,ARPE,Native gradient
744,DRO,0,ARPE,Native gradient
745,DRO,0,ARPE,Native gradient
746,DRO,0,ARPE,Native gradient
747,DRO,0,ARPE,Native gradient
748,DRO,0,ARPE,Native gradient
749,DRO,0,ARPE,Native gradient
750,DRO,0,ARPE,Native gradient
751,DRO,0,ARPE,Native gradient
752,DRO,0,ARPE,Native gradient
754,DRO,0,ARPE,Native gradient
755,DRO,0,ARPE,Native gradient
756,DRO,0,ARPE,Native gradient
757,DRO,0,ARPE,Native gradient
758,DRO,0,ARPE,Native gradient
759,DRO,0,ARPE,Native gradient
760,DRO,0,ARPE,Native gradient
761,PNW,0,TEAR,Native gradient
762,PNW,0,TEAR,Native gradient
763,PNW,0,TEAR,Native gradient
764,PNW,0,TEAR,Native gradient
765,PNW,0,TEAR,Native gradient
766,PNW,0,TEAR,Native gradient
767,PNW,0,TEAR,Native gradient
768,PNW,0,TEAR,Native gradient
769,PNW,0,TEAR,Native gradient
770,PNW,0,TEAR,Native gradient
771,PNW,0,TEAR,Native gradient
772,PNW,0,TEAR,Native gradient
773,PNW,0,TEAR,Native gradient
774,PNW,0,TEAR,Native gradient
775,PNW,0,TEAR,Native gradient
776,PNW,0,TEAR,Native gradient
777,PNW,0,TEAR,Native gradient
778,PNW,0,TEAR,Native gradient
779,PNW,0,TEAR,Native gradient
780,PNW,0,TEAR,Native gradient
781,PNW,0,TEAR,Native gradient
782,PNW,0,TEAR,Native gradient
783,PNW,0,TEAR,Native gradient
784,PNW,0,TEAR,Native gradient
785,PNW,0,TEAR,Native gradient
786,PNW,0,TEAR,Native gradient
787,PNW,0,TEAR,Native gradient
788,PNW,0,TEAR,Native gradient
789,PNW,1,TEAR,Native gradient
790,PNW,0,TEAR,Native gradient
791,PNW,0,TEAR,Native gradient
792,PNW,0,TEAR,Native gradient
793,PNW,0,TEAR,Native gradient
794,PNW,0,TEAR,Native gradient
795,PNW,0,TEAR,Native gradient
796,PNW,0,TEAR,Native gradient
797,PNW,1,TEAR,Native gradient
798,PNW,0,TEAR,Native gradient
799,PNW,0,TEAR,Native gradient
800,PNW,0,TEAR,Native gradient
801,PNW,0,EUCU,Native gradient
802,PNW,0,EUCU,Native gradient
803,PNW,0,EUCU,Native gradient
804,PNW,0,EUCU,Native gradient
805,PNW,0,EUCU,Native gradient
806,PNW,0,EUCU,Native gradient
807,PNW,1,EUCU,Native gradient
808,PNW,0,EUCU,Native gradient
809,PNW,0,EUCU,Native gradient
810,PNW,0,EUCU,Native gradient
811,PNW,0,EUCU,Native gradient
812,PNW,0,EUCU,Native gradient
813,PNW,0,EUCU,Native gradient
814,PNW,0,EUCU,Native gradient
815,PNW,0,EUCU,Native gradient
816,PNW,0,EUCU,Native gradient
817,PNW,0,EUCU,Native gradient
818,PNW,0,EUCU,Native gradient
819,PNW,0,EUCU,Native gradient
820,PNW,0,EUCU,Native gradient
821,PNW,0,EUCU,Native gradient
822,PNW,0,EUCU,Native gradient
823,PNW,0,EUCU,Native gradient
824,PNW,0,EUCU,Native gradient
825,PNW,0,EUCU,Native gradient
826,PNW,0,EUCU,Native gradient
827,PNW,0,EUCU,Native gradient
828,PNW,0,EUCU,Native gradient
829,PNW,1,EUCU,Native gradient
830,PNW,0,EUCU,Native gradient
831,PNW,0,EUCU,Native gradient
833,PNW,0,EUCU,Native gradient
834,PNW,0,EUCU,Native gradient
835,PNW,0,EUCU,Native gradient
836,PNW,0,EUCU,Native gradient
837,PNW,0,EUCU,Native gradient
838,PNW,0,EUCU,Native gradient
839,PNW,0,EUCU,Native gradient
840,PNW,0,EUCU,Native gradient
841,PNW,0,EULE,Native gradient
842,PNW,0,EULE,Native gradient
843,PNW,1,EULE,Native gradient
844,PNW,0,EULE,Native gradient
845,PNW,0,EULE,Native gradient
846,PNW,0,EULE,Native gradient
847,PNW,0,EULE,Native gradient
848,PNW,0,EULE,Native gradient
849,PNW,0,EULE,Native gradient
850,PNW,0,EULE,Native gradient
851,PNW,0,EULE,Native gradient
852,PNW,0,EULE,Native gradient
853,PNW,0,EULE,Native gradient
854,PNW,0,EULE,Native gradient
855,PNW,0,EULE,Native gradient
856,PNW,0,EULE,Native gradient
857,PNW,0,EULE,Native gradient
858,PNW,0,EULE,Native gradient
859,PNW,0,EULE,Native gradient
860,PNW,0,EULE,Native gradient
861,PNW,0,EULE,Native gradient
862,PNW,0,EULE,Native gradient
863,PNW,0,EULE,Native gradient
864,PNW,0,EULE,Native gradient
865,PNW,0,EULE,Native gradient
866,PNW,0,EULE,Native gradient
867,PNW,0,EULE,Native gradient
868,PNW,0,EULE,Native gradient
869,PNW,0,EULE,Native gradient
870,PNW,0,EULE,Native gradient
871,PNW,0,EULE,Native gradient
872,PNW,0,EULE,Native gradient
873,PNW,0,EULE,Native gradient
874,PNW,0,EULE,Native gradient
875,PNW,1,EULE,Native gradient
876,PNW,0,EULE,Native gradient
877,PNW,0,EULE,Native gradient
878,PNW,0,EULE,Native gradient
879,PNW,0,EULE,Native gradient
880,PNW,0,EULE,Native gradient
881,PNW,0,MEST,Native gradient
882,PNW,0,MEST,Native gradient
883,PNW,0,MEST,Native gradient
884,PNW,0,MEST,Native gradient
885,PNW,0,MEST,Native gradient
886,PNW,0,MEST,Native gradient
887,PNW,0,MEST,Native gradient
888,PNW,0,MEST,Native gradient
889,PNW,0,MEST,Native gradient
890,PNW,0,MEST,Native gradient
891,PNW,0,MEST,Native gradient
892,PNW,0,MEST,Native gradient
893,PNW,0,MEST,Native gradient
894,PNW,0,MEST,Native gradient
895,PNW,0,MEST,Native gradient
896,PNW,0,MEST,Native gradient
897,PNW,0,MEST,Native gradient
898,PNW,0,MEST,Native gradient
899,PNW,0,MEST,Native gradient
900,PNW,0,MEST,Native gradient
901,PNW,0,MEST,Native gradient
902,PNW,0,MEST,Native gradient
903,PNW,0,MEST,Native gradient
904,PNW,0,MEST,Native gradient
905,PNW,0,MEST,Native gradient
906,PNW,0,MEST,Native gradient
907,PNW,0,MEST,Native gradient
908,PNW,0,MEST,Native gradient
909,PNW,0,MEST,Native gradient
910,PNW,0,MEST,Native gradient
911,PNW,0,MEST,Native gradient
912,PNW,0,MEST,Native gradient
913,PNW,0,MEST,Native gradient
914,PNW,0,MEST,Native gradient
915,PNW,0,MEST,Native gradient
916,PNW,0,MEST,Native gradient
917,PNW,0,MEST,Native gradient
918,PNW,0,MEST,Native gradient
919,PNW,0,MEST,Native gradient
920,PNW,0,MEST,Native gradient
921,PNW,0,MEVI,Native gradient
922,PNW,0,MEVI,Native gradient
923,PNW,0,MEVI,Native gradient
924,PNW,0,MEVI,Native gradient
926,PNW,0,MEVI,Native gradient
927,PNW,0,MEVI,Native gradient
928,PNW,0,MEVI,Native gradient
929,PNW,0,MEVI,Native gradient
930,PNW,0,MEVI,Native gradient
931,PNW,0,MEVI,Native gradient
932,PNW,0,MEVI,Native gradient
933,PNW,0,MEVI,Native gradient
934,PNW,0,MEVI,Native gradient
935,PNW,0,MEVI,Native gradient
936,PNW,0,MEVI,Native gradient
937,PNW,0,MEVI,Native gradient
938,PNW,0,MEVI,Native gradient
939,PNW,0,MEVI,Native gradient
940,PNW,0,MEVI,Native gradient
941,PNW,0,MEVI,Native gradient
942,PNW,0,MEVI,Native gradient
943,PNW,0,MEVI,Native gradient
944,PNW,0,MEVI,Native gradient
945,PNW,0,MEVI,Native gradient
946,PNW,0,MEVI,Native gradient
947,PNW,0,MEVI,Native gradient
948,PNW,0,MEVI,Native gradient
949,PNW,0,MEVI,Native gradient
950,PNW,0,MEVI,Native gradient
951,PNW,0,MEVI,Native gradient
952,PNW,0,MEVI,Native gradient
953,PNW,0,MEVI,Native gradient
954,PNW,0,MEVI,Native gradient
955,PNW,1,MEVI,Native gradient
956,PNW,0,MEVI,Native gradient
957,PNW,0,MEVI,Native gradient
958,PNW,0,MEVI,Native gradient
959,PNW,0,MEVI,Native gradient
960,PNW,0,MEVI,Native gradient
961,PNW,0,PEBA,Native gradient
962,PNW,0,PEBA,Native gradient
963,PNW,0,PEBA,Native gradient
964,PNW,0,PEBA,Native gradient
966,PNW,0,PEBA,Native gradient
967,PNW,0,PEBA,Native gradient
969,PNW,0,PEBA,Native gradient
971,PNW,0,PEBA,Native gradient
972,PNW,0,PEBA,Native gradient
973,PNW,0,PEBA,Native gradient
974,PNW,0,PEBA,Native gradient
975,PNW,0,PEBA,Native gradient
978,PNW,0,PEBA,Native gradient
979,PNW,0,PEBA,Native gradient
981,PNW,0,PEBA,Native gradient
982,PNW,0,PEBA,Native gradient
983,PNW,0,PEBA,Native gradient
984,PNW,0,PEBA,Native gradient
985,PNW,0,PEBA,Native gradient
986,PNW,0,PEBA,Native gradient
987,PNW,0,PEBA,Native gradient
988,PNW,0,PEBA,Native gradient
989,PNW,0,PEBA,Native gradient
990,PNW,0,PEBA,Native gradient
991,PNW,0,PEBA,Native gradient
992,PNW,0,PEBA,Native gradient
993,PNW,0,PEBA,Native gradient
994,PNW,0,PEBA,Native gradient
995,PNW,0,PEBA,Native gradient
996,PNW,0,PEBA,Native gradient
997,PNW,0,PEBA,Native gradient
998,PNW,0,PEBA,Native gradient
999,PNW,0,PEBA,Native gradient
1000,PNW,0,PEBA,Native gradient
1001,DRO,0,ROAN,Native gradient
1002,DRO,0,ROAN,Native gradient
1003,DRO,0,ROAN,Native gradient
1004,DRO,0,ROAN,Native gradient
1005,DRO,0,ROAN,Native gradient
1006,DRO,0,ROAN,Native gradient
1007,DRO,0,ROAN,Native gradient
1008,DRO,0,ROAN,Native gradient
1009,DRO,0,ROAN,Native gradient
1010,DRO,0,ROAN,Native gradient
1011,DRO,0,ROAN,Native gradient
1012,DRO,0,ROAN,Native gradient
1013,DRO,0,ROAN,Native gradient
1014,DRO,0,ROAN,Native gradient
1015,DRO,0,ROAN,Native gradient
1016,DRO,0,ROAN,Native gradient
1017,DRO,0,ROAN,Native gradient
1018,DRO,0,ROAN,Native gradient
1019,DRO,0,ROAN,Native gradient
1020,DRO,0,ROAN,Native gradient
1021,DRO,0,ROAN,Native gradient
1022,DRO,0,ROAN,Native gradient
1023,DRO,0,ROAN,Native gradient
1024,DRO,0,ROAN,Native gradient
1025,DRO,0,ROAN,Native gradient
1026,DRO,0,ROAN,Native gradient
1027,DRO,0,ROAN,Native gradient
1028,DRO,0,ROAN,Native gradient
1029,DRO,0,ROAN,Native gradient
1030,DRO,0,ROAN,Native gradient
1031,DRO,1,ROAN,Native gradient
1032,DRO,0,ROAN,Native gradient
1033,DRO,0,ROAN,Native gradient
1034,DRO,0,ROAN,Native gradient
1035,DRO,0,ROAN,Native gradient
1036,DRO,0,ROAN,Native gradient
1037,DRO,0,ROAN,Native gradient
1038,DRO,1,ROAN,Native gradient
1039,DRO,0,ROAN,Native gradient
1040,DRO,0,ROAN,Native gradient
